Service ID,Provider,Service Type,Service Model,Edge Node ID,CPU Utilization,Memory Usage,Storage Usage,Network Bandwidth,Service Latency,Response Time,Throughput,Load Balancing,QoS Score,Workload Variability,Optimal Service Placement
S0023,Azure,Database,PaaS,E2,66.84976766406979,3724,632,324.51775057169056,215.23635760103065,353.56066778366016,78.30097883099107,70.79948039876209,0.9087062276345552,2,0
S0024,Google Cloud,Compute,IaaS,E4,48.64547297396719,2921,141,968.9878595186136,61.98220248048766,37.30671299348239,59.29041129047377,87.33354823933185,0.966612530659564,1,1
S0025,Google Cloud,Compute,IaaS,E2,35.42654466466664,519,314,269.71953711313625,144.03594099936575,456.7466456874,121.36676464678376,54.69109361977216,0.9691808001480088,3,0
S0026,AWS,Network,IaaS,E3,29.103981361955483,3037,944,319.9196436125154,144.39205563177765,354.02045777340334,558.8770586417065,75.62919515662553,0.9570782308267506,2,0
S0027,Azure,Network,IaaS,E3,66.125972602915,3935,269,838.1335057118532,116.5762319967867,258.62098489172695,861.7323290261332,78.20973958993727,0.7732105061800514,2,0
S0028,AWS,Storage,IaaS,E3,78.0975335478341,2531,951,59.7122873735507,157.60157723491469,226.3369224077757,54.64024271923935,74.70788017759023,0.6781056586269346,2,0
S0029,AWS,Database,PaaS,E3,68.2928190155848,5102,974,469.9670371208812,126.86668232950754,74.02958890249856,939.828239355447,86.59366265313601,0.5036364038470047,1,0
S0030,Azure,Database,PaaS,E3,59.77265999368687,6237,491,385.8205968071536,63.806919393999024,152.5897008866849,150.964585992009,69.18956279534237,0.5304561134357635,3,0
S0031,Azure,Network,IaaS,E4,23.14634175737272,7488,450,323.42089230956464,126.64811374603092,435.7899614602392,849.884351655315,97.2483531820038,0.7144195076486953,1,0
S0032,IBM,Database,PaaS,E4,92.6366583195788,8106,449,292.8425981043169,26.32169953408709,453.1818776656221,508.7120267337994,74.09017212694707,0.6996630731957552,2,0
S0033,Azure,Database,PaaS,E4,79.9035643740931,5670,776,100.46036381180512,174.8568295184514,10.366377101560222,676.3895179149017,78.56069548073988,0.5923569547849417,3,0
S0034,Google Cloud,Compute,IaaS,E2,41.96165275257236,7248,948,321.67757105813234,256.828091937628,301.12683182400013,535.1488352248233,91.27654116733748,0.6977400140158284,1,0
S0035,AWS,Network,IaaS,E2,93.4977747019138,4794,838,52.621878688511885,218.9596898845938,362.45729842230566,503.1958139203869,63.76180529655612,0.587325032727684,2,0
S0036,AWS,AI Model,PaaS,E2,65.14111922272416,4179,625,783.1542250079909,111.3162418159628,313.18602140422706,843.1544569461719,53.760101438140126,0.9243956263879204,2,0
S0037,Google Cloud,Network,IaaS,E2,63.68169936554349,4183,907,404.24551601843154,30.686005645305915,50.02308478451345,768.0920605894255,85.38919891812412,0.6490974389377995,1,0
S0038,Azure,AI Model,PaaS,E3,76.1054884572149,3313,853,449.4647939967125,64.63407277145487,116.68520041146208,509.232124696854,74.15059277741894,0.799282175079155,2,0
S0039,Google Cloud,Compute,IaaS,E3,80.88273410676032,6485,539,894.6586405856302,165.91965044597652,132.66673101687917,156.05413292625852,94.82521254794976,0.7514215309995433,2,0
S0040,Google Cloud,Storage,IaaS,E3,69.2358955498627,6748,534,661.4744340226085,66.0818395979947,417.5450693394939,159.6328113486877,99.1340024361217,0.525941038796996,3,0
S0041,IBM,Database,PaaS,E1,29.607180977465003,597,806,17.97851230869859,165.47206782906542,236.967723791371,811.4624876831217,69.95546752873646,0.971116859745583,2,0
S0042,Google Cloud,Compute,IaaS,E4,45.37006294958738,3627,519,943.743074731672,73.32171230535019,248.54582385120605,552.9210902801567,70.77195081298305,0.7636129891252417,1,0
S0043,AWS,Database,PaaS,E2,89.60627302445373,4744,623,244.7730213179341,255.43254149544148,468.0975928117092,507.5096832083945,70.39813011028632,0.6625288216959077,3,0
S0044,Google Cloud,Storage,IaaS,E2,36.846170888288896,2980,987,116.53804291226024,122.19508448793562,322.1720855388106,696.5384992926794,66.22770548654631,0.5790632848165341,1,0
S0045,AWS,Storage,IaaS,E3,47.9125267878135,6729,893,770.4468965970734,77.43743465362486,450.3471737608053,865.8995042435473,89.08435488831987,0.6692633173634179,2,0
S0046,AWS,Compute,IaaS,E2,52.4057662208147,4131,731,505.472542708051,244.6362231728832,233.68933911735115,647.42948719264,87.94978812453638,0.5102558015116947,3,0
S0047,AWS,Storage,IaaS,E2,52.95537422708392,2148,494,439.4328603578374,106.13749461760796,83.22376667396418,774.705507229155,73.93224352752624,0.6817790776741488,3,0
S0048,Azure,AI Model,PaaS,E4,65.97046868708941,4095,318,257.0080488859144,37.88886791244067,465.668441096302,777.0069979111091,52.233060818944935,0.7657429636522524,3,0
S0049,IBM,Storage,IaaS,E3,90.73068783085309,7835,316,551.9967749636954,173.27079996407429,234.76550667709373,388.4483763533111,65.47796507565367,0.9359331229254724,3,0
S0050,AWS,Database,PaaS,E4,38.05195338743788,4521,103,281.6407591505616,176.5614403092067,98.99939672062273,310.37903585894594,64.61515232774188,0.8436872088488988,1,0
S0051,AWS,Database,PaaS,E1,29.11260322256885,3838,577,902.567175234197,215.8352241945416,158.1739127489219,811.1058638164008,90.55436231001292,0.5557911565666207,2,0
S0052,Azure,Database,PaaS,E1,34.8102867394953,2730,569,223.05243493586087,75.86473279647375,34.8932689475817,408.3198521950313,54.378778670808735,0.5738731622189805,2,0
S0053,AWS,Database,PaaS,E1,86.51936751569521,6359,665,885.511598951196,135.9125450322123,239.46728981362872,908.16920619657,90.2837689521352,0.7140616839091873,3,0
S0054,Google Cloud,AI Model,PaaS,E3,68.43581094914046,2729,108,563.8113714700834,88.2985361175836,428.0328042360159,116.20616189361364,83.45918260995715,0.5978538758193939,2,0
S0055,Google Cloud,Network,IaaS,E2,41.44300919293701,6395,874,830.2032525562886,28.881352154127995,467.4544234432778,105.30663647157266,86.62207295652246,0.5139248887913779,1,0
S0056,IBM,Compute,IaaS,E3,81.19602042264628,5479,89,715.7175359023454,263.60107896968805,466.9750816767855,930.653952096338,71.61065937925117,0.9025074400590352,2,0
S0057,AWS,Database,PaaS,E3,84.6027497272577,2881,286,699.7281603223811,220.01659232406064,71.3627125580859,666.0321684723631,83.98628980008792,0.509761285348997,1,0
S0058,Azure,Storage,IaaS,E2,83.48857540177085,4150,435,331.1023496181052,93.9316025403462,197.2064024304179,410.6193886259157,80.4514472353458,0.915344802599007,1,1
S0059,Google Cloud,Database,PaaS,E4,88.91949002296658,3015,655,241.55796215748143,181.815032897236,23.83209222884612,767.3073940753736,88.44900976143148,0.5720519815164831,2,0
S0060,Azure,Storage,IaaS,E1,38.91807651300212,1455,783,218.77736540398024,64.37281749966937,429.0310190360217,688.7104694939592,72.3384917234126,0.987339205403558,1,0
S0061,Azure,Storage,IaaS,E4,76.62814465597087,6234,765,858.6197404889928,267.61980342975244,185.79032339042416,554.6409944786164,73.64128124481512,0.8019369559130951,1,0
S0062,Google Cloud,Database,PaaS,E1,54.5404622955605,3349,699,822.2225520564298,38.89737129176354,319.247343667195,143.9296755295188,82.17881113699102,0.8674914858149477,1,0
S0063,Azure,AI Model,PaaS,E3,83.14989146675461,3172,349,446.1677927321842,6.131957924801265,360.3002346578714,821.570607928114,55.403874683319415,0.5552418139840325,1,0
S0064,Google Cloud,Storage,IaaS,E1,74.63680078712099,7834,444,141.08056736149007,153.09241833305873,220.62388817414612,872.7220311465935,71.81222241821587,0.93105203672574,3,0
S0065,Azure,Storage,IaaS,E3,78.23355848747934,3448,256,388.4297294576838,177.02270791859644,160.15674490961908,213.56025412501663,98.59754226299027,0.9195961714357692,2,0
S0066,Google Cloud,Database,PaaS,E4,69.21213782608037,4956,385,623.1500195955423,175.7947694872623,481.4843259568129,857.9860693782133,51.87761600300228,0.8264963657708588,3,0
S0067,AWS,Storage,IaaS,E3,33.30715771022801,8130,642,459.8591229351533,21.08101859415876,482.59923026168855,883.954945465736,65.8002361433197,0.7511374322976937,1,0
S0068,IBM,Storage,IaaS,E4,60.87701891727038,4459,779,782.3873757981651,97.64292304093756,151.82382033471077,571.9571816740902,65.70549095446853,0.8607445865658363,2,0
S0069,Google Cloud,Database,PaaS,E2,93.85023046433813,2188,563,997.6465940288716,152.2636893181929,245.01629740478447,673.3700844115526,81.67320596178863,0.502964107668439,1,0
S0070,Google Cloud,Database,PaaS,E2,90.30410498728392,1708,227,199.22076756440788,68.89085976003605,486.693637743411,413.1254540137669,55.29001797120699,0.7962203776992297,2,0
S0071,IBM,Compute,IaaS,E2,23.23803018477588,4617,445,465.0543114629767,262.4246362183394,12.38551975119658,317.7020651338027,81.42720154394306,0.9237030674646184,3,0
S0072,Google Cloud,AI Model,PaaS,E3,32.361111179707784,3299,420,436.6740629016138,30.69724039112304,212.21234170578316,735.8839896040625,54.75201203258097,0.6784499435873774,2,0
S0073,Google Cloud,AI Model,PaaS,E2,29.879658009092143,7944,907,311.4476074214613,148.77841029325265,59.22419934367453,868.7813915650178,54.74768237091655,0.5541446782414584,1,0
S0074,Azure,Storage,IaaS,E1,74.44849324889717,1973,840,206.11456155308667,208.96773696637985,259.4874031256753,671.3736753079602,86.40916785942412,0.710438624871603,2,0
S0075,IBM,AI Model,PaaS,E4,81.33389973927089,3830,707,75.03519532476263,82.21657453967232,22.088277724838704,536.0110801142217,66.20675869163982,0.8635522245292535,2,0
S0076,AWS,Storage,IaaS,E4,36.013352473300394,1178,367,888.2481240514614,189.15101741426784,209.38023138140767,200.97852850196296,98.8711473856874,0.5536506051853363,3,0
S0077,Google Cloud,Compute,IaaS,E1,57.938951971387176,7201,785,425.6502107094544,249.6686192920005,118.14254664481422,100.78577697457726,51.86764682177775,0.6030242801064449,1,0
S0078,IBM,Database,PaaS,E3,83.05272710084,6130,418,501.9265633150484,61.14940765303903,271.321097604783,473.4072007344091,72.2553331858997,0.57377592341435,2,0
S0079,Azure,Database,PaaS,E3,74.9601158574688,2688,433,917.7726277189068,275.5800745883345,498.03688805934286,96.88208551255022,55.65679688370118,0.8984738777876125,3,0
S0080,AWS,Database,PaaS,E4,60.66779041188863,4255,111,778.5275727407883,168.2997671353956,402.2626915121064,590.8679003118639,67.56894833790543,0.5314463112262434,2,0
S0081,IBM,AI Model,PaaS,E2,64.27607678440796,1112,855,139.19625147601238,93.27344126881286,424.3646248959665,413.5927317518827,99.91112253045252,0.8432932510572164,1,0
S0082,AWS,Compute,IaaS,E3,58.127041018721,3164,554,569.765767931665,132.10319123776986,321.2798438059496,769.329663697871,94.44212558692658,0.6832284603765957,2,0
S0083,AWS,AI Model,PaaS,E3,42.31613384891155,4934,288,447.82975375436354,97.09660571698444,30.36432565340669,340.3660719943743,52.41622044276985,0.8778956214426512,2,0
S0084,AWS,AI Model,PaaS,E1,62.37664946442621,4336,244,799.2389618529752,218.90779218032824,111.33086126163062,613.3335659190604,78.16279219128417,0.9821917093920188,2,0
S0085,Google Cloud,Compute,IaaS,E1,71.6663976537568,4418,727,726.9902221358298,239.908695707464,463.2816326590569,560.7993456673455,82.39111524122178,0.5572726497932412,2,0
S0086,Google Cloud,Compute,IaaS,E2,85.49921868956058,1491,271,693.5016646919612,250.716530734005,189.3954277850881,54.4768042461291,60.47673119750628,0.6571925205337292,1,0
S0087,Azure,Compute,IaaS,E3,67.7218515484436,2963,110,347.1393871250979,295.80163362779365,60.78199597558984,118.76992835109483,57.25527866982252,0.9050627138594284,3,0
S0088,Azure,Compute,IaaS,E3,77.08411527823685,1140,178,806.9140930952619,238.42886628652164,354.17862927443895,325.84980186171947,95.21905673327618,0.6330791930255882,3,0
S0089,IBM,Database,PaaS,E1,32.005372621592976,2141,734,61.86738263891261,182.4083008531262,156.73428472778477,888.1233269697268,98.44082207416884,0.6075602985230204,2,0
S0090,Azure,Network,IaaS,E3,54.616810581484245,4208,205,168.02865241784556,105.06998802557622,141.73988732304412,189.66420715478964,99.59464286598208,0.9126889889344858,1,0
S0091,AWS,Network,IaaS,E4,20.699871487032,3942,966,342.2670402481326,165.65565736967108,499.0089532235476,725.3496139375145,89.48808868673173,0.9935411820029852,1,0
S0092,AWS,Compute,IaaS,E1,38.50091483912173,4186,427,86.03936665858846,17.1151109731696,430.48807326306064,974.6982378446728,83.17510347026285,0.7784402950739828,1,0
S0093,Google Cloud,Network,IaaS,E2,74.48462863347535,4441,671,242.64433475934467,224.7233972813244,209.8895310002421,801.0391750565974,67.28651260964989,0.6390243741666697,1,0
S0094,AWS,Network,IaaS,E1,94.38574635120226,3277,830,831.849473167939,136.55688580217003,490.32799183008456,280.7980936026918,58.56991561623762,0.6992829808000269,1,0
S0095,IBM,Compute,IaaS,E3,27.438357469041197,7696,972,948.7690224121784,10.906852770995348,328.5554794754147,912.9469973924276,53.94902996831159,0.5850651636918045,1,0
S0096,AWS,Network,IaaS,E2,50.11207368959662,4881,917,311.5563322164486,23.43954774557119,373.5910014210825,138.45179868297058,84.6648734275746,0.8809436394453762,2,0
S0097,AWS,AI Model,PaaS,E1,80.00532265243696,5292,952,271.87064594894986,119.30260682741822,25.44139111028368,494.734844777199,89.23617075896792,0.886737008911384,3,0
S0098,IBM,Storage,IaaS,E4,35.302672597167415,627,839,287.0937257239626,177.10934811043836,69.58657708054798,893.164812340093,91.322682622749,0.9375604961912472,3,0
S0099,Azure,Storage,IaaS,E4,61.63137119767147,5468,635,284.9418964773354,141.94016494087737,320.2117119831568,659.2024237940262,95.68825016518991,0.5133012817982819,2,0
S0100,Azure,Compute,IaaS,E1,74.9803472022256,2515,486,45.57088036411327,187.66527360118567,450.5217514982471,442.9623364913139,93.99647818191868,0.7809906708131896,3,0
S0101,IBM,Database,PaaS,E4,66.19890876951342,1204,256,927.647182867797,146.68680634344994,315.6344257829219,328.1722234003103,99.98706361290462,0.6071277171715922,1,0
S0102,Google Cloud,Compute,IaaS,E4,34.101855096156214,3674,437,221.56116015462516,200.20263441699728,75.67219821630597,406.34443505243246,62.20320054836256,0.6704415077461785,1,0
S0103,AWS,Database,PaaS,E4,46.65384265143045,1617,529,425.8040333405909,69.64218907788626,66.72242266069907,533.4946919588219,88.16538076061053,0.8924778076432538,3,1
S0104,IBM,Storage,IaaS,E2,78.7843838364048,6979,840,19.59001391355806,38.28874021916832,423.6510889538,353.091733379167,79.32297561873989,0.5960168261807481,1,0
S0105,AWS,Compute,IaaS,E4,61.56698855990125,3520,936,859.3755400059066,180.9480166145697,78.258145966878,970.5194689781848,63.06225662267912,0.8191708752905449,1,0
S0106,Google Cloud,AI Model,PaaS,E4,20.39222101571845,2673,887,733.845771010368,147.9834074962107,264.91366064697246,936.4237704128378,99.09526611434714,0.8272830956117991,3,0
S0107,AWS,Network,IaaS,E4,77.07430700210705,6400,389,947.288474821966,12.925957943255913,28.185526781528115,877.1378948036047,94.8949052387126,0.9770469574511504,2,1
S0108,IBM,Database,PaaS,E2,22.64835162051793,7737,918,783.7993244044351,117.24215622044558,49.52818602167691,450.7383437465208,56.42578342220583,0.8875804642644685,3,0
S0109,AWS,Network,IaaS,E1,75.9300337048424,665,389,320.5694469315446,36.30704771984367,339.45065114500375,706.7366808684675,51.30791711617099,0.9018175735768468,3,0
S0110,Azure,Network,IaaS,E3,35.186042012392804,6508,253,255.3946251411394,161.75026536704507,347.6988911094832,907.6878416841664,84.41653811663384,0.7658003745089468,3,0
S0111,Google Cloud,Compute,IaaS,E4,91.85551100895351,6035,210,700.73914447776,121.75441549982708,177.32000923813678,857.9080132949816,80.20653144282676,0.5933904035811853,3,0
S0112,Google Cloud,Network,IaaS,E1,47.595556347656334,4211,589,370.4716472603944,185.8798137753903,115.64878496909192,443.6106633191973,96.7907812055573,0.7127816828591758,2,0
S0113,Google Cloud,AI Model,PaaS,E4,44.51987122535593,5897,441,570.5528655950905,242.6526545372203,408.7180326710809,156.76674685614768,61.700264358018494,0.7747447867559102,2,0
S0114,IBM,Network,IaaS,E2,31.16660377493335,4922,818,16.19489631620553,93.40226173323978,116.38058244024629,121.84884564282198,54.21939739474935,0.8392096258568562,1,0
S0115,Google Cloud,Compute,IaaS,E1,42.92031616176612,4298,726,71.2668446636705,288.8201207286831,275.59326413652605,598.2108429644176,62.96076668859932,0.8038545559159636,1,0
S0116,Azure,AI Model,PaaS,E2,85.74880713711504,1576,624,540.0142617698347,163.01217767333446,484.4223320228237,660.4965384503851,50.94638202557317,0.6969889144586218,3,0
S0117,IBM,Storage,IaaS,E4,94.72507532204357,4712,583,570.4109299836834,187.39578563266247,82.44769455256805,857.3504743671729,51.79463755944662,0.6326565534979207,1,0
S0118,Azure,Network,IaaS,E4,47.62321478801363,6532,119,753.9384150147501,205.79835010159243,471.02937107240734,327.8892693239795,95.74289029603798,0.5841154216018416,2,0
S0119,AWS,Compute,IaaS,E2,53.64579732159069,2425,942,140.64566642772212,201.68580130798895,99.61759600364763,209.0969660225404,67.60082912509391,0.8469226931361331,1,0
S0120,AWS,Storage,IaaS,E3,74.15532036520528,1728,454,518.051252919211,155.73636919829332,288.0471719313825,410.0555415192895,70.54045005048403,0.8226993371562425,1,0
S0121,AWS,Storage,IaaS,E2,86.46468353488059,6032,657,202.5031679873717,131.48546587883163,194.73377885978485,385.8963674506613,50.91858272690522,0.8436862328789033,1,0
S0122,AWS,Database,PaaS,E4,64.47832506400881,7957,724,102.26415836706776,20.86567943232648,482.8150147358947,175.845506316962,63.52608900859233,0.6862637264013974,3,0
S0123,Azure,AI Model,PaaS,E2,49.3644273633372,2913,640,416.390836119949,11.515324363848023,144.03559421094909,688.6685198874945,90.23629918707157,0.6312039112853725,1,0
S0124,IBM,Network,IaaS,E3,50.94663806364678,7671,566,171.70328160816666,110.59855238716555,205.83242102201928,533.2573436929072,80.77454798333596,0.8798606643404627,2,0
S0125,IBM,Compute,IaaS,E2,72.17136098726051,2284,877,229.5641584103954,103.42996273693932,491.60145774915605,735.066618309028,87.68903005432077,0.8868236975276671,2,0
S0126,Google Cloud,Database,PaaS,E3,20.2413697703209,2472,169,324.3790340708067,119.370070677507,272.8704916823518,385.05656416124793,72.36068703968925,0.7278081869834203,2,0
S0127,Azure,AI Model,PaaS,E3,66.46920030948806,3292,863,266.79451673576426,45.81861926201606,256.2887566544142,359.4171009988172,65.4864610875665,0.8059520423836621,2,0
S0128,AWS,Database,PaaS,E2,46.66197578310181,6211,739,96.71538443188692,222.7596398083689,136.31145921995574,498.9470603916628,74.14050466641851,0.6867598321158705,1,0
S0129,Azure,AI Model,PaaS,E2,79.56479984578132,5316,737,99.01708241110526,257.8045023589905,353.6681445521163,883.5369781253896,66.15355342028755,0.8509736000599033,3,0
S0130,Google Cloud,AI Model,PaaS,E1,26.97429798673491,7935,951,201.31692108182648,281.9208174353403,17.042746371111043,88.26724139728131,91.9485548337034,0.9178607983239356,2,0
S0131,Google Cloud,Network,IaaS,E4,64.11517002112929,5258,266,60.05359607994357,150.24687953828962,34.261188554123834,814.5911764316485,64.88368577964229,0.8441166386678247,2,0
S0132,Azure,AI Model,PaaS,E3,56.07296674145928,3383,105,630.1924494801578,211.75538124200145,303.6857076965433,400.5382320248687,82.98818202265419,0.7562913134235683,3,0
S0133,Azure,Database,PaaS,E1,68.17441444289206,5554,415,294.45344934381296,257.3875814135824,177.42054117104252,861.8880744990538,56.84911111547639,0.7293289797461852,3,0
S0134,Azure,AI Model,PaaS,E2,24.864019586222625,1172,748,286.9485080913803,128.39587777257833,477.12502237847065,812.0928583940637,84.34332468674549,0.8211598254878721,2,0
S0135,IBM,Network,IaaS,E4,63.498784057109845,6754,553,338.6783112953875,96.2767744867811,452.563438454165,381.323185026284,95.66498558000168,0.8399054458006652,2,0
S0136,AWS,Network,IaaS,E1,62.11134409696428,3147,793,666.1683114676244,281.3337439767796,359.71606675158654,709.1827085555352,80.42915773199542,0.7793647217622695,3,0
S0137,Azure,Database,PaaS,E3,62.049507081212816,2841,816,871.9275426686556,157.12458256773655,410.8913347526226,201.6511189347681,77.99276900172386,0.8124711375536975,2,0
S0138,Azure,Storage,IaaS,E1,65.2615749947341,4466,974,761.4960632300821,151.689896544309,336.9926063371697,901.4674745555986,98.055913401082,0.5482943412472661,2,0
S0139,Azure,Storage,IaaS,E3,70.73509529197716,2962,504,730.253937922844,57.63274848623125,71.53523032797872,434.266511229314,81.36982776579232,0.9758827580711632,1,1
S0140,Google Cloud,AI Model,PaaS,E2,80.37417497605773,1644,153,489.5472737448408,36.90572929914024,385.1162511477093,482.8443345874402,62.97752166365413,0.895386531866017,3,0
S0141,Google Cloud,Compute,IaaS,E4,40.23655400961607,1211,126,696.8675013977377,253.42152443263592,112.99406467223471,720.4710984851356,64.61955119238702,0.6869639348533919,1,0
S0142,IBM,AI Model,PaaS,E4,81.87870576350466,6854,279,557.2347443532473,186.16928697531785,168.4869989990964,829.7982248696084,85.26533212679635,0.781406305476815,1,0
S0143,AWS,Database,PaaS,E4,57.36917616975902,7982,963,224.0880229046636,101.11825228573736,411.4247639301859,274.52560616179915,86.77182969460932,0.5236622650682107,3,0
S0144,IBM,Database,PaaS,E2,25.77937093507484,2550,307,216.50248406364025,61.56218413012861,272.8975481127896,678.2826328831457,65.17481158945075,0.5206139069995301,1,0
S0145,AWS,Database,PaaS,E3,24.39131969329844,6982,313,303.4280868065306,168.87169765004126,431.3709499498705,422.3981416946911,67.26719889631651,0.6253991675559814,2,0
S0146,Google Cloud,Database,PaaS,E2,45.06787390220456,6809,380,911.6946442601152,177.25619033203492,114.38730672319944,400.2677778037632,99.55282543695436,0.8448508211823116,1,0
S0147,Google Cloud,Database,PaaS,E4,78.86727328336006,5159,231,551.9406919759286,66.06311236729215,307.8114349173747,705.524532743622,55.09762747901387,0.9260738739000058,3,0
S0148,Google Cloud,Network,IaaS,E2,73.07607010556868,5012,942,736.5663232318507,256.1646956279848,51.05757654864819,417.8241104481376,70.23225142200496,0.7795929399899242,2,0
S0149,IBM,Storage,IaaS,E2,79.14612235043049,5069,817,353.0931722183821,29.857988015976076,325.0998868346145,378.8030751561873,53.12237655987537,0.7660663697911763,2,0
S0150,Azure,Database,PaaS,E2,58.79517923312071,2691,599,413.638612958573,110.0474601240944,383.641678510012,844.0939877199303,91.05391809991204,0.701154766895733,2,0
S0151,Azure,Compute,IaaS,E3,53.01492484666179,3350,737,134.30992285087888,205.71340205994403,296.61613804957364,146.21231763945605,54.61729194727161,0.5807989779790106,2,0
S0152,Google Cloud,Compute,IaaS,E1,31.058939502971292,1385,76,179.58200824345366,85.8655073266642,140.453435734417,692.0979916887002,83.70036782313557,0.5591770506632938,1,0
S0153,Azure,Compute,IaaS,E1,44.61445652069837,595,325,829.082989277884,249.1641824604752,25.35790774084469,286.2891241010934,52.824171200174106,0.880339880610483,1,0
S0154,Azure,Compute,IaaS,E2,52.55145246304065,1934,701,588.9902453719933,223.26100884711903,68.52995314250003,64.72332973488079,83.64275189048456,0.9637517756482878,2,0
S0155,IBM,Network,IaaS,E1,26.64503222597129,7409,348,344.1571412249807,237.7617391416996,314.92845974627284,208.4260554290574,92.15184734638515,0.7291416081931366,3,0
S0156,AWS,Compute,IaaS,E1,36.545896453340845,3187,848,804.8226969055905,40.1364280836313,467.8659062528317,626.3284532870744,69.94107634620286,0.8297228293578192,2,0
S0157,Google Cloud,Database,PaaS,E2,64.86689705478041,3692,140,254.05470658160317,46.46140275868516,111.20185794628314,723.6708319116406,76.10632467160885,0.9572288254404706,1,1
S0158,Google Cloud,AI Model,PaaS,E2,75.17473356793923,4828,529,976.2723716142018,89.50975263465217,370.1628130614984,70.00489437850405,70.07708690026412,0.5450568164670723,2,0
S0159,IBM,Compute,IaaS,E4,94.87606335447124,4487,622,351.36943166870805,157.83276373328053,434.5610209920304,84.60417113663414,65.02443793163195,0.8852407265595149,1,0
S0160,IBM,Network,IaaS,E1,89.98349985076682,7208,507,343.9378446097153,225.6647426263237,265.2322674392804,907.4150091008056,90.1631700313564,0.8084084421877875,2,0
